Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,ticker
2024-09-27,227.40166606122023,228.45675318264773,226.24703611440785,226.73475646972656,34026000,0.0,0.0,AAPL
2024-09-30,228.97434440874213,231.92063903808594,228.58615167195362,231.92063903808594,54541900,0.0,0.0,AAPL
2024-10-01,228.45675818805825,228.5861456381701,222.70353511874544,225.16209411621094,63285000,0.0,0.0,AAPL
2024-10-02,224.84356992020335,226.31670960653594,221.98686997976517,225.7294464111328,32880600,0.0,0.0,AAPL
2024-10-03,224.09704443839323,225.75930638603796,222.28548343692833,224.6245880126953,34044200,0.0,0.0,AAPL
2024-10-04,226.84423896960539,226.94378179124593,223.0917145657714,225.7493438720703,37245100,0.0,0.0,AAPL
2024-10-07,223.4600206171574,224.64451046166124,220.3047072265611,220.6630401611328,39505400,0.0,0.0,AAPL
2024-10-08,223.26095999623888,224.93317030599542,222.21582095858878,224.72415161132812,31855700,0.0,0.0,AAPL
2024-10-09,224.18662246797504,228.68568791487783,223.78848153487698,228.47665405273438,33591100,0.0,0.0,AAPL
2024-10-10,226.72481576308653,228.43684913724616,226.11764095959848,227.97897338867188,28183500,0.0,0.0,AAPL
2024-10-11,228.23778864704394,228.34727968813561,226.28686151162026,226.4958953857422,31759200,0.0,0.0,AAPL
2024-10-14,227.64055393917852,230.65651637799863,227.54102629778745,230.228515625,39882100,0.0,0.0,AAPL
2024-10-15,232.527799450427,236.38983016358188,231.29353829774286,232.76669311523438,64751400,0.0,0.0,AAPL
2024-10-16,230.52712470524975,231.0447048824563,228.7752681420796,230.70628356933594,34082200,0.0,0.0,AAPL
2024-10-17,232.348638945834,232.76670668063704,229.4521309302649,231.07456970214844,32993800,0.0,0.0,AAPL
2024-10-18,235.0858880500012,235.0858880500012,232.92594240501305,233.91136169433594,46431500,0.0,0.0,AAPL
2024-10-21,233.36391138062547,235.75280253487685,233.36391138062547,235.38450622558594,36254500,0.0,0.0,AAPL
2024-10-22,232.80651969699693,235.12572795126604,231.52250221800776,234.76739501953125,38846600,0.0,0.0,AAPL
2024-10-23,232.99563706556216,234.05072423456664,226.7049068825192,229.69100952148438,52287000,0.0,0.0,AAPL
2024-10-24,228.91461372105516,229.75073396519565,227.35189464165862,229.50189208984375,31109500,0.0,0.0,AAPL
2024-10-25,228.6757506783198,232.13962556438537,228.5065400142299,230.3380126953125,38802300,0.0,0.0,AAPL
2024-10-28,232.23917058038825,233.6426273223557,231.4727332926884,232.31878662109375,36087100,0.0,0.0,AAPL
2024-10-29,232.02018805231754,233.24448591818899,231.24380255804743,232.58753967285156,35417200,0.0,0.0,AAPL
2024-10-30,231.5324398883544,232.38845656475567,228.48661770128336,229.03407287597656,47070900,0.0,0.0,AAPL
2024-10-31,228.27758291037028,228.76531846185907,224.32597264925337,224.8634796142578,64370100,0.0,0.0,AAPL
2024-11-01,219.94634980146594,224.30606415529357,219.2495956140762,221.8773651123047,65276700,0.0,0.0,AAPL
2024-11-04,219.96627293386246,221.75792231303782,218.69220372782075,220.98153686523438,44944500,0.0,0.0,AAPL
2024-11-05,220.7725208689619,222.91255498009295,220.11557465497725,222.4148712158203,28111300,0.0,0.0,AAPL
2024-11-06,221.57875664968802,225.02273483375984,220.16533664224426,221.68824768066406,54561100,0.0,0.0,AAPL
2024-11-07,223.5894200604507,226.82436463330757,223.52970043689453,226.42620849609375,42137700,0.0,0.0,AAPL
2024-11-08,226.366414165256,227.8511489598711,225.60910803907555,226.15716552734375,38328800,0.25,0.0,AAPL
2024-11-11,224.20409384410638,224.90161465065876,220.7164746065314,223.4368133544922,42005600,0.0,0.0,AAPL
2024-11-12,223.75568869738083,224.79200315214243,222.5698957238352,223.4368133544922,40398300,0.0,0.0,AAPL
2024-11-13,223.2175800878685,225.84824072641777,221.97200184604,224.3236541748047,48566200,0.0,0.0,AAPL
2024-11-14,224.22402706703753,228.06039910056816,224.20409355692922,227.41270446777344,44923900,0.0,0.0,AAPL
2024-11-15,225.59912786989784,226.1172926822584,223.47667285882866,224.20408630371094,47923700,0.0,0.0,AAPL
2024-11-18,224.4531886532215,228.92731096181708,224.37346982490487,227.21339416503906,44633700,0.0,0.0,AAPL
2024-11-19,226.17708394083317,229.34584301691135,225.8582238051146,227.4724884033203,36211800,0.0,0.0,AAPL
2024-11-20,227.25326410482543,229.11664435033194,225.0909420304879,228.18994140625,35169600,0.0,0.0,AAPL
2024-11-21,228.07036655131708,229.34583747298603,224.9115819089953,227.71163940429688,42108300,0.0,0.0,AAPL
2024-11-22,227.2532593649619,229.9038535446,227.2532593649619,229.05685424804688,38168300,0.0,0.0,AAPL
2024-11-25,230.64124862727573,232.42491005721112,228.92733167542056,232.04624938964844,90152800,0.0,0.0,AAPL
2024-11-26,232.50462429580293,234.73670603206307,232.50462429580293,234.22850036621094,45986200,0.0,0.0,AAPL
2024-11-27,233.6405889619916,234.85627456038557,232.98291999142185,234.0989532470703,33498400,0.0,0.0,AAPL
2024-11-29,233.979373326336,236.96876103246996,233.1423484177734,236.49046325683594,28481400,0.0,0.0,AAPL
2024-12-02,236.4306920263062,239.93822952974793,236.32108052902282,238.7424774169922,48137100,0.0,0.0,AAPL
2024-12-03,238.96170621081686,241.90126799408412,238.05492154808562,241.79165649414062,38861000,0.0,0.0,AAPL
2024-12-04,242.01088645785893,243.2465056559754,240.3966217802532,242.150390625,44383900,0.0,0.0,AAPL
2024-12-05,243.12691898237586,243.6749612569442,241.27349790971317,242.18026733398438,40033900,0.0,0.0,AAPL
2024-12-06,242.0507319698173,243.7646488451358,241.2236661935451,241.98097229003906,36870600,0.0,0.0,AAPL
2024-12-09,240.97455722335047,246.36542364679892,240.89483838917155,245.8771514892578,44649200,0.0,0.0,AAPL
2024-12-10,246.0166626912396,247.33200068563022,244.47214254503118,246.8935546875,36914800,0.0,0.0,AAPL
2024-12-11,247.08288910248365,249.91283942191654,245.38889040813984,245.6180877685547,45205800,0.0,0.0,AAPL
2024-12-12,246.01666340683192,247.8601253939288,244.81093690846672,247.0828857421875,32777500,0.0,0.0,AAPL
2024-12-13,246.9433725816478,248.40815863747187,245.36895982515324,247.2522735595703,33155300,0.0,0.0,AAPL
2024-12-16,247.1127786134494,250.490786396497,246.7739697560149,250.1519775390625,51694800,0.0,0.0,AAPL
2024-12-17,249.1953766416157,252.93211150871377,248.89643481128522,252.58334350585938,51356400,0.0,0.0,AAPL
2024-12-18,251.26802371656945,253.38051965426092,246.86366065893745,247.1725616455078,56774100,0.0,0.0,AAPL
2024-12-19,246.6245097734382,251.1085917693189,246.21595643132494,248.90640258789062,60882300,0.0,0.0,AAPL
2024-12-20,247.16260139536695,254.09798847685343,244.82092317346877,253.5897979736328,147495300,0.0,0.0,AAPL
2024-12-23,253.8688035675433,254.74568039470608,252.55346551957817,254.36703491210938,40858800,0.0,0.0,AAPL
2024-12-24,254.58626151312842,257.2966260773909,254.386956808638,257.28668212890625,23234700,0.0,0.0,AAPL
2024-12-26,257.27667867815336,259.1799258751944,256.7186620602343,258.1037292480469,27237100,0.0,0.0,AAPL
2024-12-27,256.917949151404,257.78489719249416,252.16483330495137,254.68588256835938,42355300,0.0,0.0,AAPL
2024-12-30,251.33775398934142,252.60326573181473,249.86299361835324,251.307861328125,35557500,0.0,0.0,AAPL
2024-12-31,251.54702315387914,252.38404809530297,248.54766097322468,249.53416442871094,39480700,0.0,0.0,AAPL
2025-01-02,248.0494437119358,248.21885574509324,240.96460876578237,242.9874267578125,55740700,0.0,0.0,AAPL
2025-01-03,242.49916076660156,243.31625226562878,241.03435939639962,242.49916076660156,40244100,0.0,0.0,AAPL
2025-01-06,243.4457849039297,246.45510633108967,242.33971076643533,244.1333465576172,45045600,0.0,0.0,AAPL
2025-01-07,242.12049100282684,244.681407317594,240.496267218822,241.3532257080078,40856000,0.0,0.0,AAPL
2025-01-08,241.06423680804883,242.84791342439922,239.20085656180404,241.8414764404297,37628900,0.0,0.0,AAPL
2025-01-10,239.16100228470233,239.3104808095479,232.17580437363205,236.01219177246094,61710900,0.0,0.0,AAPL
2025-01-13,232.7039288898965,233.8398957390806,228.90740850459227,233.5708465576172,49630700,0.0,0.0,AAPL
2025-01-14,233.91960476413306,235.28475371553364,231.6476711610837,232.45480346679688,39435300,0.0,0.0,AAPL
2025-01-15,233.80997931617492,238.11470496290485,233.60071548412043,237.02854919433594,39832000,0.0,0.0,AAPL
2025-01-16,236.51041752509497,237.1680713225123,227.22337827123218,227.4525604248047,71759100,0.0,0.0,AAPL
2025-01-17,231.2989028272768,231.4682996512766,227.67177943063626,229.16647338867188,68488300,0.0,0.0,AAPL
2025-01-21,223.20762199269615,223.62613445935494,218.6039696546368,221.85243225097656,98070400,0.0,0.0,AAPL
2025-01-22,219.01252087308487,223.3272060060417,219.01252087308487,223.03823852539062,64126500,0.0,0.0,AAPL
2025-01-23,223.94503224654224,226.2269251350915,221.51366083038826,222.8688507080078,60234800,0.0,0.0,AAPL
2025-01-24,223.9848686181573,224.831867935065,220.6267944226493,221.991943359375,54697900,0.0,0.0,AAPL
2025-01-27,223.2275672861503,231.32879829775732,223.18770026542342,229.04690551757812,94863400,0.0,0.0,AAPL
2025-01-28,230.03341371427896,239.3403714135585,229.99354669273774,237.4171905517578,75707600,0.0,0.0,AAPL
2025-01-29,233.29182086679862,239.01152170916106,233.18220937175082,238.51329040527344,45486100,0.0,0.0,AAPL
2025-01-30,237.825723654139,239.93821947161274,236.37089679279623,236.74954223632812,55658300,0.0,0.0,AAPL
2025-01-31,246.31561143302469,246.31561143302469,232.61424963135997,235.16519165039062,100959800,0.0,0.0,AAPL
2025-02-03,229.17643705581955,231.00992457632861,224.90160402054906,227.20343017578125,73063300,0.0,0.0,AAPL
2025-02-04,226.44613087124998,232.3053359547129,225.84824721606736,231.97650146484375,45067300,0.0,0.0,AAPL
2025-02-05,227.72162426833262,231.84697932244578,227.46254943477126,231.64768981933594,39620300,0.0,0.0,AAPL
2025-02-06,230.47183871784506,232.9729696905443,229.61488023403817,232.39501953125,29925300,0.0,0.0,AAPL
2025-02-07,231.77720359418535,233.1722451327125,226.4560818290891,226.8247833251953,39707200,0.0,0.0,AAPL
2025-02-10,229.0094413336025,230.02693972945139,226.64521806905947,227.0941162109375,33115600,0.25,0.0,AAPL
2025-02-11,227.64279618723114,234.6556296697615,227.57297502290857,232.052001953125,53718400,0.0,0.0,AAPL
2025-02-12,230.63545743654387,236.38140252594314,230.11672290007743,236.29161071777344,45243300,0.0,0.0,AAPL
2025-02-13,236.33153226758247,241.74826634141837,234.99480784534867,240.94024658203125,53614100,0.0,0.0,AAPL
2025-02-14,240.66092045804314,244.9504238462646,240.40156080072015,244.00274658203125,40896200,0.0,0.0,AAPL
2025-02-18,243.55383619329416,244.58131995427482,241.2494791133952,243.87306213378906,48822500,0.0,0.0,AAPL
2025-02-19,244.06260076305156,245.40929524371262,242.56626341463,244.27207946777344,32204200,0.0,0.0,AAPL
2025-02-20,244.34191013103748,246.1774135823035,243.69348816231408,245.229736328125,32316900,0.0,0.0,AAPL
2025-02-21,245.34944139409683,248.08275639920348,244.6212281548445,244.95042419433594,53197400,0.0,0.0,AAPL
2025-02-24,244.3319283268952,248.25234005966587,243.82317911276243,246.49664306640625,51326400,0.0,0.0,AAPL
2025-02-25,247.3944454522674,249.38956194785018,244.3119941197594,246.43678283691406,48013300,0.0,0.0,AAPL
2025-02-26,243.7333937698084,244.3818005030484,238.5460942392985,239.77308654785156,44433600,0.0,0.0,AAPL
2025-02-27,238.82541422357912,241.86796980219768,236.48114634623442,236.72056579589844,41153600,0.0,0.0,AAPL
2025-02-28,236.37142201455794,241.49887076126774,229.63790389196947,241.24948120117188,56833400,0.0,0.0,AAPL
2025-03-03,241.19958958341564,243.43412542285543,235.53346633482454,237.4487762451172,47184000,0.0,0.0,AAPL
2025-03-04,237.1295800554318,239.4838181516717,234.10696453181083,235.35391235351562,53798100,0.0,0.0,AAPL
2025-03-05,234.84515699420854,235.97240266650644,228.67026910680244,235.1643829345703,47227600,0.0,0.0,AAPL
2025-03-06,233.86756011302523,237.27920752401755,232.59068676229822,234.75538635253906,45170400,0.0,0.0,AAPL
2025-03-07,234.53591456798168,240.78062356819368,234.1867631010968,238.4862518310547,46273600,0.0,0.0,AAPL
2025-03-10,234.96486230654432,235.583358769024,223.6725108894593,226.92454528808594,72071200,0.0,0.0,AAPL
